Feature,Score
cat__Name_SpongeBob SquarePants: Battle for Bikini Bottom,0.00017946909296473468
cat__Name_Legend of the Guardians: The Owls of Ga'Hoole,0.00017929496459545557
cat__Developer_Bungie Software,0.000179226652326836
cat__Developer_Renegade Kid,0.00017875748223661336
cat__Name_The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,0.00017862586426098392
cat__Name_Barnyard,0.00017853427089031815
cat__Name_Samurai Shodown Anthology,0.00017846940889709728
cat__Developer_Nippon Ichi Software,0.0001784639415429723
cat__Name_Test Drive: Ferrari Legends,0.00017811278316881562
cat__Name_The Amazing Spider-Man (Console Version),0.00017807876932407485
cat__Publisher_Play It,0.00017796886968612924
cat__Name_Viking: Battle for Asgard,0.00017771622524254127
cat__Name_Zapper: One Wicked Cricket!,0.00017759373921899524
cat__Name_Transformers: Dark of the Moon,0.00017747723368943813
cat__Name_Deadliest Catch: Sea of Chaos,0.00017738406607825663
cat__User_Score_3.1,0.00017734087148368882
"cat__Developer_10tacle Studios, Fusionsphere Systems",0.00017708620751633042
cat__Publisher_Gakken,0.00017656722185299678
cat__Developer_Global A,0.00017645964939605463
cat__Name_The Fairly Odd Parents: Shadow Showdown,0.00017630299334125965
cat__Name_Tak: The Great Juju Challenge,0.00017616998595515465
cat__Name_Portal 2,0.00017602497507152037
cat__Name_Family Game Night 4: The Game Show,0.0001759040856041949
cat__Name_Teen Titans,0.00017565341806868862
cat__Name_Need for Speed: ProStreet,0.00017556570808641148
cat__Developer_8ing/Raizing,0.00017547944967255535
cat__Developer_Ryu ga Gotoku Studios,0.00017545857944678556
cat__Name_Fast & Furious: Showdown,0.00017538916843895525
cat__Name_SimAnimals Africa,0.00017537937425116112
cat__Name_The Sims 3,0.00017485199072619917
cat__Name_Mighty No. 9,0.0001747018278664969
cat__Name_Cabela's Big Game Hunter 2012,0.0001745422993868484
cat__Name_Ride 2,0.00017438900275246194
cat__Developer_Game Republic,0.00017431612483020942
cat__Name_Animal Planet: Vet Life,0.00017394550563865074
cat__Developer_Now Production,0.00017387459236128944
cat__Name_National Geographic Challenge!,0.00017380320957582907
cat__Name_Smashing Drive,0.00017372080238087229
cat__Name_Saw II: Flesh & Blood,0.00017335238780080697
cat__Developer_Scientifically Proven,0.00017297271465332997
cat__Name_My Ballet Studio,0.0001729284426651434
cat__Developer_UBlart Montpellier,0.0001728664927878043
cat__Name_Rayman Origins,0.0001728664927878043
cat__Developer_Planet Interactive,0.0001727079323680103
cat__Name_MySims Racing,0.00017267534756215674
cat__Name_V-Rally 3,0.00017233015147555264
cat__Name_ESPN International Winter Sports 2002,0.00017184819343174507
"cat__Developer_Namco Bandai Games America, Namco Bandai Games",0.0001718007688543688
cat__Developer_4A Games,0.0001715564344966225
cat__Name_Super Mario Bros. 3,0.00017125003916795833
cat__Publisher_NetRevo,0.00017116818934925782
cat__Name_Disney Tangled,0.00017086925902953798
cat__Developer_Digital Kids,0.00017069087110976877
cat__Developer_Otomate,0.0001703588949580892
cat__Developer_The Game Factory,0.0001702438848224519
cat__Publisher_Tomy Corporation,0.00017022263228527734
cat__Name_Accel World: Kasoku no Chouten,0.00017016407650038978
cat__Name_Scaler,0.00017011719957715776
cat__Name_How to Train Your Dragon 2,0.00017007312236805294
cat__Name_Secret Files 2: Puritas Cordis,0.00017006744055592105
"cat__Developer_Funatics Software, Funatics",0.00017002680701239115
cat__Name_Jikkyou Powerful Pro Yakyuu 2013,0.00016984346219750535
cat__Name_Assassin's Creed: Revelations,0.00016978883543361523
cat__Name_Crazy Machines,0.00016972035747964132
cat__Developer_Rage Software,0.00016964879958714096
cat__Name_Final Fantasy X / X-2 HD Remaster,0.00016944655917172646
cat__Name_SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,0.00016933071226765684
cat__Name_Trivial Pursuit,0.00016931719356616526
cat__Developer_Bits Studios,0.00016923013843928025
cat__Name_Prototype: Biohazard Bundle,0.00016910493368693658
cat__Developer_Avalanche Software,0.00016889176439671694
cat__Name_Tony Hawk's American Wasteland,0.00016872889336305708
cat__Developer_Psygnosis,0.00016858355558502236
cat__Name_Tokimeki Memorial: Taisen Pazurudama,0.00016818291212727932
cat__Developer_Kuju Entertainment,0.0001681322365061355
cat__Name_Call of Duty: Modern Warfare 3,0.00016786204799801308
cat__Name_Little League World Series Baseball 2010,0.0001677467192975346
cat__Publisher_Pack-In-Video,0.0001675238505168819
cat__Name_Adventure Time: The Secret of the Nameless Kingdom,0.0001674913402039957
cat__Name_The Oregon Trail,0.00016703100251325154
cat__Name_Big League Sports: Summer,0.00016672516828497574
cat__Developer_KING Art,0.00016660519366373805
cat__Developer_Cosmigo,0.00016645801769332724
cat__Name_Risen 2: Dark Waters,0.000166364932330354
cat__Name_Tales of Phantasia,0.00016612309931307578
cat__Developer_Red Storm Entertainment,0.0001659777835729681
cat__Platform_WS,0.00016580681581779277
cat__Name_3rd Super Robot Wars Z: Tengoku-Hen,0.00016531266662622723
cat__Name_Super Mario Bros.,0.0001651922387289062
cat__Publisher_Sunsoft,0.00016516858562531933
cat__Name_Rocksmith 2014 Edition Remastered,0.0001647997915541488
cat__Developer_Daedalic Entertainment,0.00016434545765176
cat__Publisher_DSI Games,0.0001643372616860761
cat__Name_Madden NFL 2002,0.00016432086025863768
cat__Name_Create,0.000164208449523362
cat__Name_Harvey Birdman: Attorney at Law,0.00016388226397268113
cat__Developer_Blue Omega,0.00016382570516892958
cat__Name_Damnation,0.00016382570516892958
cat__Name_Manhunt 2,0.0001637168700736602
cat__Developer_Engine Software,0.00016370480335026194
cat__Developer_Ironclad Games,0.0001636951318031432
cat__User_Score_2.8,0.0001634247097503927
cat__Developer_Petroglyph,0.00016336782512527126
cat__Name_Resident Evil 5 HD,0.00016334151675567732
cat__Name_Anarchy Reigns,0.0001629674339250764
cat__Name_PhotoKano,0.00016273045257153562
cat__Name_Rango: The Video Game,0.0001626979789302041
cat__Name_Grand Ages: Medieval,0.00016265057436548602
cat__Name_Castlevania: Lords of Shadow - Reverie,0.00016199364606872546
cat__Name_Rayman Legends,0.00016180478365468431
cat__Developer_Genius Sonority Inc.,0.00016180400622656244
"cat__Developer_Rovio Mobile, Rovio Entertainment",0.00016171218552007982
cat__Developer_Pyro Studios,0.00016161445634643723
cat__Name_Bionicle Heroes,0.00016138076989180572
cat__Developer_Paradox Development,0.00016137671880600557
"cat__Developer_Tetris Online, Inc",0.00016084473475486138
cat__Name_Tetris Party Deluxe,0.00016084473475486138
cat__Publisher_Big Fish Games,0.0001608079322785727
"cat__Developer_Disney Interactive Studios, Land Ho!",0.00016078990790113767
cat__Name_Just Dance: Disney Party,0.00016078990790113767
cat__Name_Shrek the Third,0.00016063370159991042
cat__Name_Batman: Dark Tomorrow,0.00016052349013051526
cat__Developer_Pocketeers,0.00016030050762372294
cat__Name_Backyard NFL Football '09,0.0001598355197870438
cat__Developer_Ignition Entertainment,0.00015975987403271663
cat__Publisher_Daedalic Entertainment,0.00015945955190477257
cat__Name_XGRA: Extreme G Racing Association,0.00015938012668492707
cat__Name_Project Setsuna,0.00015933803598899843
cat__Name_James Bond 007: Legends,0.00015899880767100694
cat__Name_Metro: Last Light,0.00015873577305458575
cat__Name_Metal Gear Solid 2: Substance,0.00015863587967246406
cat__Name_Digimon Story: Cyber Sleuth,0.00015861951004514374
cat__Name_Trine 2,0.00015858077737551657
cat__Developer_ZeniMax Media,0.0001583027204777876
cat__Name_BioShock Infinite,0.00015827549481839398
cat__Name_Sonic's Ultimate Genesis Collection,0.00015821597475795812
cat__Name_Wrath Unleashed,0.00015817355987091108
cat__Publisher_Data Age,0.00015816106078059278
cat__Publisher_bitComposer Games,0.00015809243021802644
cat__Developer_Reality Pump,0.00015785602137641241
"cat__Developer_1C, Ino-Co, 1C Company",0.0001576311637476735
cat__Name_Majesty 2: The Fantasy Kingdom Sim,0.0001576311637476735
cat__Publisher_Universal Interactive,0.0001576286832840612
cat__Name_Headhunter: Redemption,0.0001574056100671628
cat__Developer_343 Industries,0.0001568741610624702
cat__Name_Super Mario World,0.00015685366086326535
cat__Name_Shrek SuperSlam,0.00015683234337715568
cat__Name_Shrek: Forever After,0.00015664137996873606
cat__Developer_Impressions Games,0.00015657173703742533
cat__Name_Frogger,0.0001565516943718981
cat__Name_Batman: A Telltale Game Series,0.00015641517683206985
cat__Name_Mercenaries 2: World in Flames,0.0001561114162667021
cat__Developer_Micro Cabin,0.00015609798510307638
cat__Name_Rock Band Country Track Pack,0.00015548527847253357
cat__Name_Sniper Elite,0.00015540975718775218
cat__Name_Jikkyou Powerful Pro Yakyuu 2011,0.00015529207179554305
cat__Developer_Pendulo Studios,0.00015521822413755437
cat__Name_Afro Samurai,0.00015509507702726744
cat__Name_NHL 11,0.0001550281008434462
cat__Publisher_Iceberg Interactive,0.00015468577718069643
cat__Name_Super Heroine Chronicle,0.0001545957291742006
cat__Name_Tiger Woods PGA Tour 11,0.00015452616125155583
cat__Developer_Ninja Theory,0.00015447881493524385
cat__Name_Jak and Daxter: The Lost Frontier,0.00015443788796820623
cat__Name_Hitman: HD Trilogy,0.00015401007630722052
cat__Name_Fallout: New Vegas,0.0001539762010117629
cat__Name_Dragon Quest Heroes II: Twin Kings and the Prophecy's End,0.0001537951259346082
cat__Name_Dreamworks Madagascar Kartz,0.00015366898164459464
cat__Name_Madden NFL 25,0.00015356281972989105
cat__Name_NHL 2K9,0.00015329872428937463
cat__Developer_FrontLine Studios,0.00015310071038887596
cat__Name_The Technomancer,0.00015297646727552294
cat__Name_Gormiti: The Lords of Nature!,0.00015297502717126488
"cat__Developer_1C, 1C Company",0.00015292554647716727
cat__Name_Song of the Deep,0.0001528783789194188
cat__Publisher_Insomniac Games,0.0001528783789194188
"cat__Developer_Neverland, Idea Factory",0.00015277798361024164
cat__Name_Vancouver 2010 - The Official Video Game of the Olympic Winter Games,0.00015263024742551146
cat__Name_Sega Soccer Slam,0.00015258719028832246
cat__Name_Legends of WrestleMania,0.00015246868937746072
cat__Publisher_Nihon Falcom Corporation,0.0001520538761916601
cat__Name_NCAA Football 14,0.00015199016804223753
cat__Name_Army Men: Soldiers of Misfortune,0.0001519558516083208
cat__Developer_Page 44 Studios,0.00015173764462028672
cat__Name_Disney's Donald Duck: Goin' Quackers,0.00015157994646552986
cat__Developer_Racjin,0.00015139914010198208
cat__Name_Donkey Kong Country,0.0001513337544892801
cat__Name_Darksiders: Warmastered Edition,0.00015105003402682282
cat__Name_NFL Blitz,0.00015101125475436294
cat__Name_nail'd,0.00015086441874156975
cat__Name_FIFA Soccer 10,0.00015068453093836087
cat__Name_Xblaze: Lost Memories,0.0001506222150415848
cat__Name_The Princess and the Frog,0.0001505512144107657
cat__Name_Tom Clancy's Ghost Recon Advanced Warfighter 2,0.0001504259768476679
cat__Publisher_Sweets,0.0001503011403131138
cat__Publisher_Mattel Interactive,0.0001502891974582976
cat__Developer_Destineer,0.00015021477199816946
cat__Name_The Legend of Heroes: Trails in the Sky Third Chapter,0.00015016830128022907
cat__Name_Whiteout,0.00015007798664545824
cat__Name_Greg Hastings' Tournament Paintball Max'd,0.00015003274655633891
cat__Publisher_Coleco,0.00014979803552894744
cat__Name_Pro Yaky? Spirits 2014,0.00014966039895436545
cat__Name_Max & the Magic Marker,0.00014963719732596914
cat__Name_Fight Night Champion,0.00014960504389838203
cat__Name_Burnout Paradise: The Ultimate Box,0.00014958830481437424
cat__Name_The Secret Saturdays: Beasts of the 5th Sun,0.00014958571053502734
cat__Name_NHL 2001,0.00014942724127864349
cat__Developer_Ascaron Entertainment GmbH,0.00014939317752493686
cat__Name_Ms. Pac-Man Maze Madness,0.00014915169464668754
cat__Name_NCAA Basketball 09,0.00014911630661051944
cat__Developer_Anchor,0.00014885024126265467
cat__Name_ShellShock 2: Blood Trails,0.0001488189613244595
cat__Name_The Lord of the Rings: Aragorn's Quest,0.00014876979152311787
cat__Name_World Championship Pool 2004,0.00014863132398279522
cat__Developer_Treasure,0.00014841487739036818
cat__Developer_Savage Entertainment,0.00014839478331496458
cat__Name_Samurai Warriors Chronicles 3,0.00014815961589909055
cat__Name_Carmen Sandiego: The Secret of the Stolen Drums,0.00014785913721948596
cat__Name_The Legend of Heroes: Trails of Cold Steel,0.0001478023114842575
cat__Developer_Pacific Coast Power & Light,0.00014713212955475008
cat__Developer_Lightning Fish Games,0.00014683457412145717
cat__Name_Astro Boy: The Video Game,0.00014670333317989837
cat__User_Score_2.9,0.0001466577672293301
cat__Name_Cate West: The Vanishing Files,0.00014661034825846908
cat__Name_Sengoku Hime: Senran ni Mau Otometachi,0.00014651369665008573
cat__Name_Chrono Trigger,0.00014650643092661841
cat__Developer_Eutechnyx,0.0001462096917685951
cat__Name_Xiaolin Showdown,0.00014615892253044827
cat__Name_LEGO Harry Potter: Years 1-4,0.0001461471975308104
cat__Developer_Taniko,0.00014590080520648918
cat__Developer_Clap Hanz,0.00014587757640804888
cat__Name_Coraline,0.00014579674185932756
cat__Developer_Io Interactive,0.00014578024256828304
cat__Developer_Graffiti Entertainment,0.00014533945494943357
cat__Name_Guitar Hero: Smash Hits,0.0001453315424010393
cat__Developer_Hijinx Studios,0.00014517836250693694
cat__Name_Sega Superstars Tennis,0.00014498998228040794
cat__Name_Armored Core: For Answer,0.0001448618872912366
cat__Developer_N-Fusion Interactive Entertainment Corp.,0.00014479750465190566
cat__Name_Silent Hill: Shattered Memories,0.0001447007922199539
cat__Name_Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.00014440033205320724
cat__Name_Shark Tale,0.00014431467067654857
cat__Name_The History Channel: Battle for the Pacific,0.00014431132452108475
cat__Name_Space Camp,0.0001439625525224697
cat__Name_Zero Escape: Zero Time Dilemma,0.00014381480039282746
"cat__Developer_Spike Chunsoft, Chime",0.00014381480039282746
cat__Name_Ride,0.00014370520499995543
cat__Developer_Marvelous,0.00014355829986267832
cat__Name_Tony Hawk's Pro Skater 5,0.00014352013365726002
cat__Name_Shonen Jump's One Piece: Grand Adventure,0.00014340826647096794
cat__Name_Disney Universe,0.000143293641009401
cat__Developer_Bungie,0.00014327311621531447
cat__Name_Call of Duty: Black Ops II,0.00014276027567139415
cat__Publisher_Shogakukan,0.0001427562984266384
cat__Name_Winter Sports 2011,0.00014265722254847013
cat__Developer_Trickstar Games,0.00014247754136886837
cat__Name_JASF: Jane's Advanced Strike Fighters,0.00014247754136886837
cat__Name_Call of Juarez: The Cartel,0.0001424255261712748
cat__Publisher_Datam Polystar,0.00014236102205866796
cat__Name_BlazBlue: Continuum Shift,0.00014215907798320604
cat__Name_Yoru no Nai Kuni,0.0001421398031875576
cat__Name_Far Cry 2,0.00014205113815390913
cat__Developer_Blade Interactive,0.00014197361037693312
cat__Name_Mystery Dungeon: Shiren the Wanderer,0.00014196096639385036
cat__Name_Military History: Commander - Europe at War,0.0001419346623211526
cat__Name_Just Dance Kids 2,0.00014182409989094147
cat__Name_Wasteland 2,0.00014179041735484788
cat__Name_Prison Break: The Conspiracy,0.00014171039678301245
cat__Developer_ZootFly,0.00014171039678301245
cat__Developer_Slant Six,0.0001416797780358081
cat__Name_Geometry Wars: Galaxies,0.00014129248724192855
cat__Developer_Nikitova Games,0.00014125494435246466
cat__Name_Guitar Hero: Van Halen,0.000140997593174208
cat__Name_Attack on Titan (KOEI),0.0001408958430747509
cat__Publisher_Epoch,0.0001407968902185086
cat__Publisher_Introversion Software,0.00014056326483702364
cat__Name_Prison Architect,0.00014056326483702364
"cat__Developer_Introversion, Double Eleven",0.00014056326483702364
cat__Developer_Amusement Vision,0.0001402423991635482
cat__User_Score_4,0.0001400305780043798
cat__Name_Beijing 2008,0.00014002884187136466
cat__Name_Atelier Firis: The Alchemist of the Mysterious Journey,0.0001398949020992024
cat__Name_Guilty Gear XX Accent Core Plus,0.00013983702301867407
cat__Name_Tom Clancy's Rainbow Six: Vegas,0.00013974047437814718
cat__Name_Corpse Party: Blood Covered - Repeated Fear,0.00013967301075568095
cat__Publisher_Codemasters,0.00013962181960047726
cat__Name_Army Men: Sarge's Heroes,0.0001394395903575596
cat__Publisher_Funsta,0.0001394286813711787
cat__Name_Dragon Ball Z: Idainaru Dragon Ball Densetsu,0.00013941266855199697
cat__Publisher_Creative Core,0.0001391200227496281
cat__Developer_EA LA,0.00013910414853979258
cat__Name_ Frozen: Olaf's Quest,0.00013909363622344184
cat__Name_Mafia II,0.00013888043246801374
cat__Name_NCAA Football 10,0.00013850716550867226
cat__Name_Batman: Arkham Origins,0.00013848430232410447
cat__Name_Destiny: The Taken King,0.00013838665884802204
cat__Developer_Examu,0.00013826025488550275
cat__Name_Backyard Sports: Sandlot Sluggers,0.00013759886035147328
cat__Name_Guitar Hero: Metallica,0.0001375817794148082
cat__Name_Bayonetta,0.0001370101422611958
cat__Name_Happy Feet,0.00013696180114630696
cat__Developer_Swordfish Studios,0.00013694531833841062
cat__Name_Jeopardy!,0.00013669164864793526
cat__Developer_SCEE,0.00013641925882534878
cat__Name_Madden NFL 10,0.00013636924412507856
cat__Publisher_Telstar,0.00013636366735136907
cat__Name_Spider-Man: Shattered Dimensions,0.0001362640636518586
cat__Publisher_Sold Out,0.00013621646319783576
cat__Name_Worms: WMD,0.00013621646319783576
cat__Name_Sonic Lost World,0.00013611885530695478
cat__Name_The Ant Bully,0.00013594269416483673
cat__Name_Dakar 2: The World's Ultimate Rally,0.00013592301010434404
cat__Name_NCAA Final Four 2001,0.00013559779600091915
cat__Publisher_Time Warner Interactive,0.00013554680196004032
cat__Name_Rune Factory: Tides of Destiny,0.00013531231353336448
cat__Name_NHL Legacy,0.00013523537452730938
cat__Publisher_Telegames,0.00013516057954676697
cat__Name_Kamen Rider: Dragon Knight,0.00013491454332781316
cat__Name_Harvest Moon: Magical Melody,0.0001348547619138829
cat__Publisher_Culture Brain,0.00013485044269168078
cat__Publisher_Hect,0.0001348088802375358
cat__Name_Darkwatch,0.0001346636228030107
cat__Name_NHL 17,0.0001345772089478281
"cat__Developer_EA Canada, EA Vancouver",0.0001345772089478281
cat__Name_Yakuza Kiwami,0.00013421200638741304
cat__Name_PES 2009: Pro Evolution Soccer,0.00013420919478568383
cat__Name_Plants vs. Zombies: Garden Warfare,0.00013404789657400773
cat__Name_Samurai Warriors 4: Empires,0.00013395913458158493
cat__Developer_Neko Entertainment,0.0001337375776219174
cat__Name_Assassin's Creed,0.00013365442022672536
cat__Publisher_Arika,0.000133446420317207
cat__Name_Rocket League,0.00013334276867926764
cat__Publisher_Elf,0.00013328036429849366
cat__Name_Sid Meier's Civilization Revolution,0.00013312621432559624
cat__Platform_NG,0.00013263925641382457
cat__Name_Valentino Rossi: The Game,0.0001325816194958085
cat__Name_The Wolf Among Us,0.00013225857112986183
cat__Name_Yogi Bear: The Video Game,0.00013222006739077585
cat__Name_Final Fantasy XIII,0.0001319411657161318
cat__Name_Barbie as The Island Princess,0.00013193785019294246
cat__Name_Fit in Six,0.00013179304953869764
cat__Name_Dengeki Bunko Fighting Climax,0.00013177039389322687
cat__Name_WRC: FIA World Rally Championship,0.0001315911636170508
cat__Name_Exist Archive: The Other Side of the Sky,0.00013146822332665842
cat__Name_Enchanted Arms (JP sales),0.00013121754601141955
cat__Name_Micro Machines V4,0.00013100276116417842
cat__Name_Chessmaster: The Art of Learning,0.00013091162002754064
cat__Developer_Venom Games,0.00013051915572681594
cat__Name_BlazBlue: Continuum Shift II,0.00013017325386111
cat__Publisher_Square,0.00013014953084278247
cat__Name_Mass Effect Trilogy,0.00013003410774259372
cat__Name_Army Men: Sarge's War,0.0001298113199768025
cat__Name_Skylanders: SuperChargers,0.00012972772186725656
cat__Name_Tom Clancy's The Division,0.00012964273270099635
cat__Name_Command & Conquer,0.0001295817966322499
cat__Publisher_U.S. Gold,0.00012946106627165221
cat__Name_Cabela's Outdoor Adventures (2009),0.00012944188303820603
cat__Name_The Bachelor: The Videogame,0.0001292959611660649
cat__Name_Petz: Horsez 2,0.00012905740909763264
cat__Name_MotoGP 09/10,0.00012899998308191218
cat__Name_DJ Hero,0.00012882788467505346
cat__Developer_THQ Australia,0.00012858987478125972
cat__Name_Megamind: Ultimate Showdown,0.00012858987478125972
cat__Developer_Empire Oxford,0.00012853331470152884
cat__Name_Terraria,0.0001282638101351985
cat__Name_WRC 5: FIA World Rally Championship,0.00012824146447820706
cat__Publisher_Data Design Interactive,0.00012814601194188757
cat__Name_Are You Smarter than a 5th Grader? Make the Grade,0.00012813921895638014
cat__Name_Malice,0.00012809005529546003
cat__Name_Assassin's Creed: Brotherhood,0.00012804623076667632
cat__Name_Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,0.00012802470651018805
cat__Developer_Super X Studios,0.00012801933848027858
cat__Developer_Iridon Interactive AB,0.0001280039837553426
cat__Name_Bionic Commando,0.00012787408511916176
"cat__Developer_EA Sports, EA Canada",0.00012783847775110768
cat__Name_Far Cry 3,0.00012776368339584288
cat__Name_Go Diego Go! Great Dinosaur Rescue,0.00012764394331865603
cat__Name_The Polar Express,0.00012764251299823837
cat__Name_Unchained Blades ,0.00012756485493137237
cat__Name_FIFA Street 2,0.00012730732339094608
"cat__Developer_Ubisoft, Sensory Sweep",0.0001271844712043002
cat__Name_SingStar Abba,0.00012714371569066962
cat__Developer_Xpec,0.00012711735472215047
cat__Name_Adventure Time: The Secret of the Nameless ,0.00012671559388732767
cat__Name_Red Ninja: End of Honor,0.00012652646030331116
cat__Name_Little League World Series Baseball 2008,0.00012651550488784746
cat__Developer_TT Fusion,0.00012645497807417527
cat__Publisher_Asylum Entertainment,0.0001262514468515219
cat__Developer_Attention To Detail,0.00012616668980358625
cat__Publisher_Sonnet,0.00012598408668251793
cat__Publisher_Swing! Entertainment,0.000125894545876859
cat__Publisher_Genki,0.00012553091939293548
cat__Name_Call of Duty: Modern Warfare 2,0.0001254871998509488
cat__Name_Kung Fu Panda 2,0.0001254805275523463
cat__Name_Ice Age: Dawn of the Dinosaurs,0.00012544134557979092
cat__Name_Medal of Honor: Warfighter,0.00012534936813435316
cat__Developer_Danger Close,0.00012534936813435316
cat__Name_Pipe Mania,0.00012528469662254071
cat__Name_Silent Hill: Downpour,0.00012518194744726152
cat__Name_Monsters vs. Aliens,0.00012509372558344722
cat__Name_MLB Power Pros 2008,0.00012469500182377136
cat__Name_Mystic Heroes,0.0001244215431652762
cat__Name_MySims SkyHeroes,0.0001242641481602469
cat__Name_Turning Point: Fall of Liberty,0.00012414517261882807
cat__Name_World Series of Poker: Tournament of Champions 2007 Edition,0.00012401462769529026
cat__Name_LEGO The Hobbit,0.0001237792642664326
cat__Name_Monkey Island: Special Edition Collection,0.00012365375021350378
"cat__Developer_Koei, Omega Force",0.00012332303305884196
cat__Name_Fallout 4,0.0001230225742979707
cat__Name_LEGO Indiana Jones: The Original Adventures,0.00012296831746927417
cat__Name_Destroy All Humans! Path of the Furon,0.000122885250190774
cat__Name_Majin and the Forsaken Kingdom,0.00012249544313758243
cat__Name_Watch Dogs,0.00012246021270878593
cat__Developer_Velez & Dubail,0.00012243258399136092
cat__Name_Paws & Claws: Pet Resort,0.0001223979716186152
cat__Name_Pro Yakyuu Spirits 5 Kanzenban,0.00012212489566099105
cat__Name_Ride to Hell,0.00012207449612022803
"cat__Developer_Eutechnyx, Deep Silver",0.00012207449612022803
cat__Name_The Daring Game for Girls,0.0001219528739684339
cat__Name_Disney Sing It! High School Musical 3: Senior Year,0.00012194300537282654
cat__Name_Top Spin 3,0.00012178083175939936
cat__Publisher_Slitherine Software,0.00012174005361775819
cat__Name_Adventure Time: Explore the Dungeon Because I Don't Know!,0.00012148155639313263
cat__Name_Dynasty Warriors: Strikeforce,0.00012138427375552041
cat__Name_NHL 2K10,0.000121375662226475
cat__Developer_Spike Chunsoft,0.00012112409808728852
cat__Name_BlazBlue Central Fiction,0.00012100743588350227
cat__Developer_Psyonix,0.00012093528214451865
cat__Name_My Horse & Me: Riding for Gold,0.00012074072249546042
cat__Developer_Artdink,0.00012073035020643275
cat__Name_The Incredibles,0.00012057493986794565
cat__Developer_GungHo,0.00012032244306914297
cat__Publisher_Easy Interactive,0.00012005556727756606
cat__Name_Napoleon Dynamite: The Game,0.00011974358224409176
cat__Name_Backyard Baseball '10,0.00011959009263196041
cat__Developer_Sony Online Entertainment,0.00011953482306059637
cat__Name_Curious George,0.00011946573764132218
cat__Name_Madden NFL 2001,0.00011936595867401145
cat__Name_The Hustle: Detroit Streets,0.00011921707345030619
cat__Name_Who Wants to be a Millionaire: 2nd Edition,0.00011887696062296005
cat__Name_Dead Space 2,0.00011875487810597551
cat__Name_The Sims: Bustin' Out,0.00011856713630598037
cat__Name_Diva Girls: Divas on Ice,0.00011856568741175355
cat__Name_Supremacy MMA,0.00011842911504489351
cat__Name_The First Templar,0.00011831261363437484
cat__Name_Dragon Age: Origins,0.00011819363789289383
cat__Name_Ski-Doo Snowmobile Challenge,0.00011814026949164003
cat__Name_Fate/Extella: The Umbral Star,0.00011810186433858227
cat__Name_Wheel of Fortune,0.00011808238011445926
cat__Name_Star Wars: Lethal Alliance,0.00011803771389951034
cat__Developer_Behaviour Interactive,0.00011789693826558256
cat__Developer_Warthog,0.00011789018749364111
cat__Name_Bakugan: Battle Brawlers,0.00011777500479814851
cat__Name_Grand Theft Auto: Liberty City Stories,0.00011759713804671001
cat__Name_SBK 2011: FIM Superbike World Championship,0.00011744670428703863
cat__Name_Hatsune Miku: Project Diva F 2nd,0.00011743484965009987
cat__Name_The Legend of Zelda: A Link to the Past,0.00011719399747911474
cat__Name_ESPN NFL 2K5,0.0001171630726368722
cat__Name_Dragon Quest V: Tenkuu no Hanayome,0.00011709601358123045
cat__Name_NBA 2K16,0.00011697726772696981
cat__Publisher_Victor Interactive,0.0001168294687442506
cat__Publisher_Ascaron Entertainment GmbH,0.00011677865101111795
cat__Developer_AQ Interactive,0.00011674429382668716
cat__Name_Sword Art Online: Hollow Realization,0.00011673530351696826
cat__Name_Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.00011670305020605731
cat__Publisher_JVC,0.000116666613133809
cat__Publisher_Misawa,0.00011658713697670908
cat__Name_Shaun White Skateboarding,0.00011644980640301839
cat__Name_Aeon Flux,0.00011591096650609423
cat__Name_History Civil War: Secret Missions,0.00011589237336662173
cat__Name_Higurashi no Naku Koro ni Iki,0.00011582707294044425
cat__Developer_Darkworks,0.0001157957475151905
cat__Name_Atari Flashback Classics: Volume 1,0.00011572515785340798
cat__Name_Kingdoms of Amalur: Reckoning,0.00011567970110248904
"cat__Developer_Frozenbyte, Inc.",0.00011551448182611779
cat__Name_RedCard 20-03,0.0001154523906763405
cat__Name_Last Escort: Club Katze,0.00011525910942389306
cat__Developer_Ubisoft Bulgaria,0.0001152462600140236
cat__Name_Spirits & Spells,0.00011518873411253683
cat__Name_Assassin's Creed II,0.00011517287023654621
cat__Publisher_Crimson Cow,0.00011516575172831889
cat__Name_NPPL: Championship Paintball 2009,0.00011502483629000082
cat__Name_Science Papa,0.00011502473871816132
cat__Name_Scooby-Doo! Mystery Mayhem,0.00011497873553811822
cat__Name_Knockout Kings 2001,0.00011451722535571474
cat__Name_Delta Force: Black Hawk Down,0.00011438024715815232
cat__Name_Pac-Man World 3,0.000114273664193143
cat__Developer_Gaijin Games,0.00011410613413032067
cat__Name_Frogger: Ancient Shadow,0.00011404542382054128
cat__Publisher_Devolver Digital,0.00011390812105949166
cat__Name_Donkey Kong,0.00011390240876096858
cat__Name_Digimon Rumble Arena 2,0.00011351045030794094
cat__Developer_Black Ship Games,0.00011351045030794094
cat__Name_Power Rangers: Dino Thunder,0.0001133921340978894
cat__Name_Backyard Baseball '09,0.00011319777163409928
cat__User_Score_0.5,0.00011314690827779472
cat__Developer_Software Creations,0.00011298860069086647
