Feature,Selected,Ranking
cat__Developer_Hyper-Devbox,False,1953
cat__Developer_Braingame,False,1954
cat__Name_Reader Rabbit 2nd Grade,False,1955
cat__Name_Pool Hall Pro,False,1956
cat__Name_Pirates vs Ninja Dodgeball,False,1957
cat__Name_MiniCopter: Adventure Flight,False,1958
cat__Name_M&M's Adventure,False,1959
cat__Name_GunPey DS,False,1960
cat__Name_Dynasty Warriors Vol. 2,False,1961
cat__Name_Crazy Chicken: Atlantis Quest,False,1962
cat__Name_Cesar Millan's Dog Whisperer,False,1963
cat__Name_Cartoon Network Racing,False,1964
cat__Name_Bubble Bobble Revolution,False,1965
cat__Name_Boing! Docomodake DS,False,1966
cat__Name_Battleship / Connect Four / Sorry! / Trouble,False,1967
cat__Name_Gormiti: The Lords of Nature!,False,1968
cat__Name_B-Boy,False,1969
cat__Developer_Urban Games,False,1970
cat__Developer_Avalon Style,False,1971
cat__Name_Worms: Ultimate Mayhem,False,1972
cat__Name_Railroad Tycoon 3,False,1973
cat__Name_Just Sing! Vol. 2,False,1974
cat__Name_Jewel Quest Mysteries 2: Trail of the Midnight Heart,False,1975
cat__Name_100 Classic Games,False,1976
cat__Name_Supreme Commander: Forged Alliance,False,1977
cat__Name_Secret Files 2: Puritas Cordis,False,1978
cat__Name_Meteos: Disney Magic,False,1979
cat__Developer_Arkedo Studio,False,1980
"cat__Developer_Reloaded Productions, Reloaded Games Inc.",False,1981
cat__Name_Warhammer: Dark Omen,False,1982
cat__Name_True Pinball,False,1983
cat__Name_The Treasures of Montezuma,False,1984
cat__Name_Syndicate Wars,False,1985
cat__Name_Steambot Chronicles,False,1986
cat__Name_SD Gundam Force: Showdown!,False,1987
cat__Name_Rugby 08,False,1988
cat__Name_Pajama Sam: You are What You Eat From Your Head to Your Feet,False,1989
cat__Name_PO'ed,False,1990
cat__Name_Outlaw Volleyball Remixed,False,1991
cat__Name_NHL Blades of Steel 2000,False,1992
cat__Name_Music Maker: Rockstar,False,1993
cat__Name_Mr. Driller,False,1994
cat__Name_Konami Arcade Classics,False,1995
cat__Name_Herc's Adventures,False,1996
cat__Name_FunkMaster Flex's Digital Hitz Factory,False,1997
cat__Name_Flow: Urban Dance Uprising,False,1998
cat__Name_Echo Night Beyond,False,1999
cat__Name_E.T. The Extra-Terrestrial: Interplanetary Mission,False,2000
cat__Name_Deception III: Dark Delusion,False,2001
cat__Name_Darklight Conflict,False,2002
cat__Name_Cyber Troopers Virtual-On Marz,False,2003
cat__Name_Cy Girls,False,2004
cat__Name_Crypt Killer,False,2005
cat__Name_Countdown Vampires,False,2006
cat__Name_Napoleon Dynamite: The Game,False,2007
cat__Name_Battle Hunter,False,2008
cat__Name_Ballistic,False,2009
cat__Name_Adidas Power Soccer,False,2010
cat__Developer_Ubisoft Osaka,False,2011
cat__Developer_NoWay Studio,False,2012
cat__Developer_InLight Entertainment,False,2013
cat__Developer_EnjoyUp Games,False,2014
cat__Publisher_Ivolgamus,False,2015
cat__Name_Wicked Monster Blast!,False,2016
cat__Name_Ultimate Game Room,False,2017
cat__Name_Texas Hold 'Em Poker DS,False,2018
cat__Name_Tao Adventure: Curse Demon,False,2019
cat__Name_Sleepover Party,False,2020
cat__Name_Real Soccer 2008,False,2021
cat__Name_Power Play Pool,False,2022
cat__Name_Patrician IV,False,2023
cat__Name_North American Hunting Extravaganza 2,False,2024
cat__Name_Jig-A-Pix: Pets,False,2025
cat__Name_Jane's Hotel,False,2026
cat__Name_GoPets: Vacation Island,False,2027
cat__Name_Gitaroo Man Lives!,False,2028
cat__Name_Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,False,2029
cat__Name_DT Carnage,False,2030
cat__Name_Brothers In Arms DS,False,2031
"cat__Developer_Number None Inc., Knockout Games",False,2032
cat__Developer_Mastertronic,False,2033
"cat__Developer_Frontier Developments, Various",False,2034
cat__Publisher_Strategy First,False,2035
cat__Name_X3: Terran Conflict,False,2036
cat__Name_Warhammer: Mark of Chaos,False,2037
cat__Name_The Talos Principle,False,2038
cat__Name_The Settlers II 10th Anniversary,False,2039
cat__Name_Teddy Together,False,2040
cat__Name_Sins of a Solar Empire,False,2041
cat__Name_Secrets of the Titanic,False,2042
cat__Name_SWAT 4,False,2043
cat__Name_Prince of Persia (2008),False,2044
cat__Name_Magicka Collection,False,2045
cat__Name_Heroes of Hellas 2: Olympia,False,2046
cat__Name_Guild Wars: Nightfall,False,2047
cat__Developer_CiRCLE,False,2048
cat__Name_GTR Evolution,False,2049
cat__Name_Botanicula,False,2050
cat__Name_Battlefield Vietnam,False,2051
cat__Name_Battlefield 2142,False,2052
cat__Developer_Twelve Games,False,2053
cat__Name_Age of Conan: Rise of the Godslayer,False,2054
cat__Name_1000 Cooking Recipes from ELLE à table,False,2055
cat__Developer_Sandlot Games,False,2056
cat__Developer_NEC Interchannel,False,2057
cat__Name_Warship Gunner 2,False,2058
cat__Name_Under the Skin,False,2059
cat__Name_The Sims 2: Bon Voyage,False,2060
cat__Name_The Adventures of Lomax,False,2061
cat__Name_S.L.A.I.: Steel Lancer Arena International,False,2062
cat__Name_River King: Wonderful Journey,False,2063
cat__Name_Renegade Racers,False,2064
cat__Name_Rabbids Land,False,2065
cat__Name_R-Type Delta,False,2066
cat__Name_Poy Poy,False,2067
cat__Name_Power Rangers Super Megaforce ,False,2068
cat__Name_Judge Dredd: Dredd Vs Death,False,2069
cat__Name_Pitball,False,2070
cat__Name_Nanotek Warrior,False,2071
cat__Name_Loading Human,False,2072
cat__Name_Graffiti Kingdom,False,2073
cat__Name_DICE: DNA Integrated Cybernetic Enterprises,False,2074
cat__Name_D1 Professional Drift Grand Prix Series,False,2075
cat__Name_Battlefield 1942: The WW II Anthology,False,2076
cat__Name_Battlefield 1942,False,2077
cat__Developer_ZigZagIsland,False,2078
cat__Publisher_id Software,False,2079
cat__Name_The Legend of Korra (3DS),False,2080
cat__Name_Rock 'N' Roll Adventures,False,2081
cat__Name_Petz: Catz Playground,False,2082
cat__Name_My Frogger: Toy Trials,False,2083
cat__Name_My DoItAll,False,2084
cat__Name_Kawasaki Snowmobiles,False,2085
cat__Name_Imagine: Sweet 16,False,2086
cat__Name_I Heart Geeks,False,2087
cat__Name_House M.D.,False,2088
cat__Name_HotBrain,False,2089
cat__Name_Harvest Moon: Skytree Village,False,2090
cat__Name_Away: Shuffle Dungeon,False,2091
cat__Name_101-in-1 Sports Party Megamix,False,2092
cat__Name_My Ballet Studio,False,2093
cat__Developer_Logris Games,False,2094
cat__Developer_GameCo,False,2095
cat__Developer_Flying Lab Software,False,2096
cat__Developer_Elixir Studios,False,2097
cat__Developer_ChaYoWo Games,False,2098
cat__Name_Unreal Tournament 2004,False,2099
cat__Name_This War of Mine,False,2100
cat__Name_The Sims 4: Luxury Party Stuff,False,2101
cat__Name_The Sims 2: Family Fun Stuff,False,2102
cat__Name_The Longest Journey,False,2103
cat__Name_Stronghold Legends,False,2104
cat__Name_Professional Farmer 2016,False,2105
cat__Name_Post Mortem,False,2106
cat__Name_Pippa Funnell: Ranch Rescue,False,2107
cat__Name_Peggle Nights,False,2108
cat__Name_Puzzle Quest: Challenge of the Warlords,False,2109
cat__Name_Order of War,False,2110
cat__Name_Marvel Superheroes 3D: Grandmaster's Challenge,False,2111
cat__Name_Imperium Romanum,False,2112
cat__Name_Dungeons - The Dark Lord,False,2113
cat__Name_Command & Conquer 4: Tiberian Twilight,False,2114
cat__Name_Chili Con Carnage,False,2115
cat__Name_Bomberman 2,False,2116
cat__Name_Bejeweled Blitz,False,2117
cat__Name_Airline Tycoon,False,2118
cat__Name_Agatha Christie: Death on the Nile,False,2119
cat__Name_Mark McMorris Infinite Air,False,2120
cat__Name_Achtung Panzer: Kharkov 1943,False,2121
cat__Name_A Vampyre Story,False,2122
cat__Name_4 Play Collection - Dark Mysteries,False,2123
"cat__Developer_Yuke's, Yuke's Company of America",False,2124
cat__Developer_The Odd Gentlemen,False,2125
"cat__Developer_Telegames, Inc.",False,2126
cat__Developer_Red 5 Software,False,2127
cat__Developer_Hokus Pokus,False,2128
cat__Developer_Farsight Technologies,False,2129
"cat__Developer_CyberPlanet Interactive Public Co., Ltd.",False,2130
cat__Name_Tiny Toon Adventures: Wacky Stackers,False,2131
cat__Name_The Cheetah Girls,False,2132
cat__Name_Teenage Mutant Ninja Turtles Double Pack,False,2133
cat__Name_Super Fruit Fall,False,2134
cat__Name_Space Channel 5: Ulala's Cosmic Attack,False,2135
cat__Name_Shrek / Shark Tale Game Boy Advance Video,False,2136
cat__Name_Sarah: Keeper of the Unicorn,False,2137
cat__Name_SD Gundam Force,False,2138
cat__Name_RollerCoaster Tycoon: Gold Edition,False,2139
cat__Name_Robopon 2: Cross Version,False,2140
cat__Name_Rayman 10th Anniversary,False,2141
cat__Name_Race Driver: Create & Race,False,2142
cat__Name_Pulse Racer,False,2143
cat__Name_Pro Rally,False,2144
cat__Name_Powerbike,False,2145
cat__Name_Pac-Man Championship Edition 2 + Arcade Game Series,False,2146
cat__Name_Ozzy & Drix,False,2147
cat__Name_Online Chess Kingdoms,False,2148
cat__Name_Myth Makers: Super Kart GP,False,2149
cat__Name_Monster Trux Offroad,False,2150
cat__Name_Lotus Challenge,False,2151
cat__Name_Kong: The Animated Series,False,2152
cat__Name_I Love Horses: Rider's Paradise,False,2153
cat__Name_Gummy Bears Magical Medallion,False,2154
cat__Name_Games Explosion!,False,2155
cat__Name_GTI Club: Supermini Festa!,False,2156
cat__Name_Disney Sports Basketball,False,2157
cat__Name_Dr. Seuss: Green Eggs and Ham,False,2158
cat__Name_Dora the Explorer: The Search for Pirate Pig's Treasure,False,2159
cat__Name_Sesame Street: Elmo's Number Journey,False,2160
cat__Name_Sesame Street: Elmo's Letter Adventure,False,2161
cat__Publisher_NewKidCo,False,2162
cat__Developer_Fluid Studios,False,2163
cat__Name_Worms World Party,False,2164
cat__Name_Dead to Rights II,False,2165
cat__Name_Airborne Troops: Countdown to D-Day,False,2166
cat__Name_DJ Star,False,2167
cat__Name_Cookie & Cream,False,2168
cat__Name_Command & Conquer Collection,False,2169
cat__Name_Cabbage Patch Kids: The Patch Puppy Rescue,False,2170
cat__Name_Broken Sword: The Sleeping Dragon,False,2171
cat__Name_Barbie as the Princess and the Pauper,False,2172
cat__Name_Army Men: Major Malfunction,False,2173
cat__Name_G1 Jockey 4 2008,False,2174
cat__Name_Go Vacation,False,2175
cat__Name_Dungeons,False,2176
cat__Name_Omerta: City of Gangsters,False,2177
cat__Developer_Gaming Minds Studios,False,2178
cat__Developer_Kalypso,False,2179
cat__Developer_Haemimont,False,2180
cat__Developer_Societe Pollene,False,2181
"cat__Developer_Battlefront.com, 1C, 1C Company",False,2182
cat__Developer_Boxed Dream,False,2183
cat__Name_Sins of a Solar Empire: Trinity,False,2184
cat__Publisher_Kalypso Media,False,2185
cat__Name_Smuggler's Run,False,2186
cat__Name_Frisbee Disc Freestyle / Frisbee Disc Golf,False,2187
cat__Name_Bigfoot: Collision Course,False,2188
cat__Developer_Destination Software,False,2189
cat__Name_The Scorpion King: Rise of the Akkadian,False,2190
cat__Developer_VU Games,False,2191
cat__Name_The Grinch,False,2192
cat__Name_Woody Woodpecker Racing,False,2193
"cat__Developer_Human Soft, Ivolgamus",False,2194
cat__Name_Barbie as The Island Princess,False,2195
cat__Name_Wizardry Twin Pack,False,2196
cat__Name_Ken to Mahou to Gakuen Mono. 2G,False,2197
cat__Name_Kamiwaza,False,2198
cat__Name_Ken to Mahou to Gakuen Mono. 3D,False,2199
cat__Name_Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,False,2200
cat__Name_Ken to Mahou to Gakuen Mono. 2,False,2201
cat__Name_Akiba's Trip Plus,False,2202
cat__Name_Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,False,2203
cat__Name_Ken to Mahou to Gakuen Mono. 3,False,2204
cat__Name_Akiba's Trip,False,2205
cat__Publisher_Acquire,False,2206
cat__Name_Dance Central,False,2207
cat__Name_Satisfashion,False,2208
cat__Developer_XS Games,False,2209
cat__Name_Thunder Alley,False,2210
cat__Name_Ten Pin Alley 2,False,2211
cat__Name_Super PickUps,False,2212
cat__Name_Pure Pinball,False,2213
cat__Name_DT Racer,False,2214
cat__Name_XS Airboat Racing,False,2215
cat__Name_Bass Pro Shops: The Strike,False,2216
cat__Publisher_XS Games,False,2217
cat__Name_Alias,False,2218
cat__Developer_Acclaim Studios Cheltenham,False,2219
cat__Name_XGRA: Extreme G-Racing Association,False,2220
cat__Name_18 Wheeler: American Pro Trucker,False,2221
cat__Name_XGRA: Extreme G Racing Association,False,2222
cat__Developer_Cyan Worlds,False,2223
cat__Name_Uru: Ages Beyond Myst,False,2224
"cat__Developer_EA Canada, Nihilistic",False,2225
cat__Name_Marvel Nemesis: Rise of the Imperfects,False,2226
cat__Name_Lady Sia,False,2227
cat__Name_Dinotopia: The Timestone Pirates,False,2228
cat__Developer_RFX Interactive,False,2229
cat__Name_Supreme Ruler: Cold War,False,2230
cat__Name_Elven Legacy,False,2231
cat__Name_Mount & Blade: Warband,False,2232
cat__Name_Pillars of Eternity,False,2233
cat__Name_Mount & Blade Collection,False,2234
cat__Name_Mount & Blade,False,2235
cat__Developer_Big Time Software,False,2236
cat__Name_King Arthur II,False,2237
cat__Name_East India Company Collection,False,2238
cat__Developer_Paradox Development Studio,False,2239
cat__Developer_Arrowhead Game Studios,False,2240
cat__Name_Ship Simulator Extremes,False,2241
cat__Name_Cities in Motion,False,2242
cat__Name_Cities: Skylines,False,2243
cat__Publisher_Paradox Interactive,False,2244
cat__Developer_EA Salt Lake,False,2245
cat__Name_NERF N-Strike Elite,False,2246
cat__Name_Tiger Woods PGA Tour 08,False,2247
cat__Name_Bravely Default: Flying Fairy,False,2248
cat__Name_Epic Mickey,False,2249
cat__Name_Mario & Luigi: Superstar Saga,False,2250
cat__Name_Ace Combat 5: The Unsung War,False,2251
"cat__Developer_Kojima Productions, Moby Dick Studio",False,2252
cat__Name_Metal Gear Solid V: The Phantom Pain,False,2253
cat__Name_Brink,False,2254
cat__Developer_Splash Damage,False,2255
cat__Name_Rhythm Heaven: The Best+,False,2256
cat__Name_Yakuza 4,False,2257
"cat__Developer_Infinite Dreams, Paragon 5",False,2258
cat__Developer_Inferno Games,False,2259
cat__Name_Cory in the House,False,2260
cat__User_Score_9.5,False,2261
cat__Name_Golden Sun: The Lost Age,False,2262
cat__Name_Carol Vorderman's Sudoku,False,2263
cat__Name_Robin Hood: Defender of the Crown,False,2264
cat__Name_Mega Man Anniversary Collection,False,2265
cat__Developer_Atomic Planet Entertainment,False,2266
cat__Name_Super Puzzle Fighter II,False,2267
cat__Name_Arctic Tale,False,2268
cat__Name_Jenga World Tour,False,2269
cat__Name_Sea Monsters: A Prehistoric Adventure,False,2270
cat__Name_Devil May Cry 3: Dante's Awakening,False,2271
cat__Name_Virtua Fighter 4,False,2272
cat__Name_Mario Party 6,False,2273
"cat__Developer_Square Enix, Think and Feel",False,2274
cat__Name_Mass Effect,False,2275
"cat__Developer_BioWare, Demiurge Studios",False,2276
cat__Name_Furious Karting,False,2277
cat__Developer_Babylon Software,False,2278
cat__Name_Fatal Frame,False,2279
cat__Developer_Media Molecule,False,2280
cat__Name_Tearaway Unfolded,False,2281
cat__Name_Virtua Fighter,False,2282
cat__Name_Tales of Xillia,False,2283
"cat__Developer_LucasArts, BioWare",False,2284
cat__Name_Guitar Hero: On Tour,False,2285
cat__Name_Ratchet & Clank: Up Your Arsenal,False,2286
cat__Name_Hitman: Absolution,False,2287
"cat__Developer_Io Interactive, Nixxes Software",False,2288
cat__Name_Resistance 2,False,2289
cat__Name_Fire Emblem: Awakening,False,2290
cat__Name_Infamous: First Light,False,2291
cat__Name_Sly Cooper and the Thievius Raccoonus,False,2292
cat__Name_Sly 3: Honor Among Thieves,False,2293
cat__Developer_Sucker Punch,False,2294
cat__Name_inFAMOUS 2,False,2295
cat__Name_inFAMOUS,False,2296
cat__Name_inFAMOUS: Second Son,False,2297
cat__Name_Killzone 3,False,2298
cat__Name_Luigi's Mansion,False,2299
cat__Name_WWE SmackDown! Shut Your Mouth,False,2300
cat__Name_Breath of Fire III,False,2301
cat__User_Score_9.7,False,2302
cat__Name_Mario Party 5,False,2303
cat__Name_Jak and Daxter: The Precursor Legacy,False,2304
cat__Name_The Legend of Zelda: The Wind Waker,False,2305
cat__Name_Star Fox 64,False,2306
cat__Name_Dungeon Travelers 2: The Royal Library & The Monster Seal,False,2307
cat__Name_Tears to Tiara: Kakan no Daichi Portable,False,2308
cat__Name_Starry ? Sky: After Autumn,False,2309
cat__Name_Routes PE,False,2310
cat__Name_Utawarerumono Portable,False,2311
cat__Name_White Album 2: Shiawase no Mukougawa,False,2312
cat__Name_Tears to Tiara Anecdotes: The Secret of Avalon,False,2313
cat__Name_Starry ? Sky: After Spring,False,2314
cat__Name_Utawarerumono: Futari no Hakuoro,False,2315
cat__Name_White Album: Tsuzurareru Fuyu no Omoide,False,2316
cat__Name_To Heart 2 DX Plus,False,2317
cat__Name_Utawarerumono: Itsuwari no Kamen,False,2318
cat__Name_Tears to Tiara: Garland of the Earth,False,2319
cat__Name_To Heart 2: Dungeon Travelers,False,2320
cat__Name_Utawarerumono: Chiriyukusha e no Komoriuta,False,2321
cat__Name_To Heart,False,2322
cat__Publisher_Aqua Plus,False,2323
cat__Name_Pokémon Colosseum,False,2324
cat__Name_Rage Racer,False,2325
cat__Name_Pokemon Ranger,False,2326
cat__Name_Paper Mario: Sticker Star,False,2327
cat__Name_Forza Motorsport 2,False,2328
cat__Name_The Legend of Zelda: Link's Awakening,False,2329
cat__Name_Halo 5: Guardians,False,2330
cat__Name_Xenoblade Chronicles,False,2331
cat__Name_Super Robot Taisen OG Saga: Endless Frontier,False,2332
cat__Name_Baten Kaitos: Eternal Wings and the Lost Ocean,False,2333
cat__Name_Dragon Ball Z: Attack of the Saiyans,False,2334
cat__Name_Xenoblade Chronicles X,False,2335
cat__Developer_Monolith Soft,False,2336
cat__Name_Xenosaga Episode I: Der Wille zur Macht,False,2337
cat__Name_Pro Evolution Soccer,False,2338
cat__Name_Gran Turismo Concept 2001 Tokyo,False,2339
cat__Name_Mario Party 4,False,2340
cat__Name_Mario Party 2,False,2341
"cat__Developer_SCEA, Zindagi Games",False,2342
cat__Name_Animal Crossing,False,2343
cat__Name_Inazuma Eleven 2,False,2344
cat__Name_Dragon Quest Monsters: Joker 2,False,2345
cat__Name_Super Mario All-Stars: Limited Edition,False,2346
cat__Name_Diddy Kong Racing,False,2347
cat__Name_Yoshi's Island DS,False,2348
cat__Name_Tetris DS,False,2349
cat__Name_Kirby Super Star Ultra,False,2350
cat__Name_Metal Gear Solid: Peace Walker,False,2351
cat__Name_Yu-Gi-Oh! Duel Monsters,False,2352
cat__Name_Pokémon Stadium 2,False,2353
cat__Name_Donkey Kong Country Returns,False,2354
cat__Name_Halo 3: ODST,False,2355
cat__Name_Call of Duty: World at War Final Fronts,False,2356
cat__Name_SingStar '80s,False,2357
cat__Name_Final Fantasy VII International,False,2358
cat__Publisher_Square,False,2359
cat__Name_Final Fantasy Collection,False,2360
cat__Name_Racing Lagoon,False,2361
cat__Name_Final Fantasy Chronicles,False,2362
cat__Name_Final Fantasy I & II,False,2363
cat__Name_Uncharted 4: A Thief's End,False,2364
cat__Name_Jak 3,False,2365
cat__Developer_Naughty Dog,False,2366
cat__Name_Jak II,False,2367
cat__Name_Crash Team Racing,False,2368
cat__Name_Crash Bandicoot 3: Warped,False,2369
cat__Name_Uncharted 2: Among Thieves,False,2370
cat__Name_Uncharted 3: Drake's Deception,False,2371
cat__Name_Mario Kart: Super Circuit,False,2372
cat__Name_Professor Layton and the Diabolical Box,False,2373
cat__Name_Super Smash Bros.,False,2374
cat__Name_Hot Shots Golf,False,2375
cat__Name_Splatoon,False,2376
cat__Name_Resistance: Fall of Man,False,2377
cat__Name_New Super Mario Bros. U,False,2378
cat__Name_Tekken 5,False,2379
cat__Name_Gran Turismo (PSP),False,2380
"cat__Developer_SCEE, Zoe Mode",False,2381
"cat__Developer_Neversoft Entertainment, BudCat",False,2382
cat__Name_Pokémon Emerald Version,False,2383
cat__Name_God of War III,False,2384
cat__Name_God of War II,False,2385
cat__Name_God of War,False,2386
cat__Name_God of War: Ascension,False,2387
cat__Developer_SCE Santa Monica,False,2388
cat__Name_Kinetica,False,2389
cat__Name_Sniper: Art of Victory,False,2390
cat__Name_Combat Wings: The Great Battles of WWII,False,2391
cat__Name_Big Brain Academy,False,2392
cat__Name_Monster Hunter Freedom Unite,False,2393
cat__Name_Super Mario Kart,False,2394
cat__Name_Super Mario World,False,2395
cat__Name_Animal Crossing: New Leaf,False,2396
"cat__Developer_Image Epoch, Imageepoch",False,2397
cat__Name_Sands of Destruction,False,2398
cat__Name_Time and Eternity,False,2399
cat__Name_Stella Glow,False,2400
cat__Name_Black * Rock Shooter: The Game,False,2401
cat__Name_Arc Rise Fantasia,False,2402
cat__Developer_Zerodiv,False,2403
cat__Developer_Access Games,False,2404
cat__Name_Drakengard 3,False,2405
cat__Name_The Sky Crawlers: Innocent Aces,False,2406
cat__Developer_Cave,False,2407
cat__Name_Yanya Caballista: City Skater,False,2408
cat__Name_Space Invaders Revolution,False,2409
cat__Name_Rainbow Islands: Revolution,False,2410
cat__Developer_Dracue,False,2411
cat__Name_SBK: Snowboard Kids,False,2412
cat__Developer_Headlock,False,2413
cat__Name_Zero Escape: Virtue's Last Reward,False,2414
cat__Name_Bubble Bobble Evolution,False,2415
cat__Developer_Killaware,False,2416
cat__Developer_Hoget,False,2417
cat__Name_R-Type Command (correct US sales),False,2418
cat__Developer_Triple Eh? Ltd,False,2419
cat__Name_River King: Mystic Valley (US sales),False,2420
cat__Name_Bomberman Story DS,False,2421
cat__Name_River King: Mystic Valley (jp sales),False,2422
cat__Name_Lux-Pain (JP sales),False,2423
cat__Name_Shantae and the Pirate's Curse,False,2424
cat__Name_Half-Minute Hero 2,False,2425
cat__Name_Bomberman Land Touch!,False,2426
cat__Name_Growlanser: Heritage of War (jp sales),False,2427
cat__Name_Master of the Monster Lair,False,2428
cat__Name_R-Type Command,False,2429
"cat__Developer_Game Arts, Japan Art Media (JAM)",False,2430
cat__Name_Baroque,False,2431
cat__Developer_Gaijin Games,False,2432
cat__Name_Color Cross,False,2433
cat__Name_Beyblade Evolution,False,2434
cat__Name_Harvest Moon DS (US sales),False,2435
cat__Name_Harvest Moon DS (jp sales),False,2436
cat__Name_Innocent Life: A Futuristic Harvest Moon,False,2437
"cat__Developer_Matrix Software, Marvelous Entertainment",False,2438
cat__Name_Growlanser: Heritage of War,False,2439
cat__Name_The King of Fighters XIII,False,2440
cat__Name_Harvest Moon: Grand Bazaar,False,2441
cat__Name_Rune Factory: A Fantasy Harvest Moon,False,2442
cat__Name_Hometown Story,False,2443
cat__Name_Dungeon Explorer: Warriors of Ancient Arts,False,2444
cat__Name_Harvest Moon: Animal Parade,False,2445
cat__Name_No More Heroes,False,2446
cat__Developer_Barnstorm Games,False,2447
cat__Name_Super Swing Golf Season 2,False,2448
cat__Publisher_Rising Star Games,False,2449
cat__Name_World Destruction League: Thunder Tanks,False,2450
cat__Name_Army Men: Green Rogue,False,2451
cat__Developer_3DO,False,2452
cat__Name_High Heat Major League Baseball 2003,False,2453
cat__Name_Army Men: Air Attack 2,False,2454
cat__Name_Jonny Moseley Mad Trix,False,2455
cat__Name_Portal Runner,False,2456
cat__Name_Dragon Rage,False,2457
cat__Developer_Tactical Development,False,2458
cat__Name_Army Men: Sarge's War,False,2459
cat__Name_Animal Crossing: Wild World,False,2460
cat__Name_Batman: Arkham Knight,False,2461
"cat__Developer_Rocksteady Studios, Iron Galaxy Studios",False,2462
cat__Name_Batman: Arkham Asylum,False,2463
cat__Developer_Rocksteady Studios,False,2464
cat__Name_Batman: Arkham City,False,2465
cat__Name_Urban Chaos: Riot Response,False,2466
cat__Name_Little League World Series Baseball 2008,False,2467
cat__Name_Moshi Monsters: Katsuma Unleashed,False,2468
cat__Name_Dora the Explorer: Dora Saves the Mermaids,False,2469
cat__Name_Moshi Monsters: Moshlings Theme Park,False,2470
cat__Name_Sesame Street: Cookie's Counting Carnival,False,2471
cat__Name_Legends of Oz: Dorothy's Return,False,2472
cat__Name_GoGo's Crazy Bones,False,2473
cat__Name_Lionel Trains: On Track,False,2474
cat__Name_Balls of Fury,False,2475
cat__Name_Board Game Classics,False,2476
cat__Name_Garfield's Fun Fest,False,2477
cat__Name_Iron Chef America: Supreme Cuisine,False,2478
cat__Name_Nickelodeon Team Umizoomi,False,2479
cat__Name_ZhuZhu Pets,False,2480
cat__Developer_Black Lantern Studios,False,2481
cat__Developer_Good Science Studio,False,2482
cat__Name_Pokemon Red/Pokemon Blue,False,2483
cat__Name_Wii Fit Plus,False,2484
cat__Name_Rhapsody: A Musical Adventure,False,2485
cat__Developer_Nippon Ichi Software,False,2486
cat__Name_Disgaea: Hour of Darkness,False,2487
cat__Name_Disgaea 5: Alliance of Vengeance,False,2488
cat__Name_Disgaea 2: Cursed Memories,False,2489
cat__Name_Disgaea 2: Dark Hero Days,False,2490
cat__Name_Phantom Brave,False,2491
cat__Name_Disgaea D2: A Brighter Darkness,False,2492
cat__Name_Disgaea DS,False,2493
cat__Name_Disgaea Infinite,False,2494
cat__Name_Prinny: Can I Really Be the Hero?,False,2495
cat__Name_The Awakened Fate Ultimatum,False,2496
cat__Name_htoL#NiQ: The Firefly Diary,False,2497
"cat__Developer_Bigben Interactive, Red Wagon Games",False,2498
"cat__Developer_Sanuk Software Co., Ltd., Sanuk Games",False,2499
cat__Name_Bella Sara 2 - The Magic of Drasilmare,False,2500
cat__Name_My Body Coach,False,2501
cat__Publisher_Big Ben Interactive,False,2502
cat__Developer_Kouyousha,False,2503
cat__Name_Kao the Kangaroo,False,2504
cat__Name_Virtual Kasparov,False,2505
cat__Name_Prehistorik Man,False,2506
cat__Developer_Titus Software,False,2507
cat__Name_Top Gun: Combat Zones,False,2508
cat__Name_Heavy Fire: Afghanistan,False,2509
cat__Name_Outdoors Unleashed: Alaska 3D,False,2510
cat__Name_Outdoors Unleashed: Africa 3D,False,2511
cat__Name_Heavy Fire: The Chosen Few 3D,False,2512
"cat__Developer_Jack of All Games, eV Interactive",False,2513
cat__Developer_eV Interactive,False,2514
cat__Name_Remington Super Slam Hunting: North America,False,2515
cat__Name_Reload: Target Down,False,2516
cat__Name_Remington Super Slam Hunting: Africa,False,2517
cat__Publisher_Mastiff,False,2518
cat__Name_SingStar Abba,False,2519
cat__Name_The Getaway: Black Monday,False,2520
cat__Name_SingStar Pop,False,2521
cat__Name_SingStar Legends,False,2522
cat__Name_Gangs of London,False,2523
cat__Developer_SCEE London Studio,False,2524
cat__Name_World Tour Soccer 2005,False,2525
cat__Name_World Tour Soccer 2003,False,2526
cat__Name_World Tour Soccer 2002,False,2527
cat__Name_EyeToy: Operation Spy,False,2528
cat__Developer_Prope,False,2529
cat__Name_Let's TAP,False,2530
cat__Name_Star Wars: Jedi Power Battles,False,2531
cat__Name_Petz Pony: Beauty Pageant,False,2532
cat__Developer_HotGen,False,2533
cat__Name_Dynasty Warriors Gundam,False,2534
"cat__Developer_Koei, Omega Force",False,2535
cat__Name_Fist of the North Star: Ken's Rage 2,False,2536
cat__Name_Dynasty Warriors Vs,False,2537
cat__Name_Monster Racers,False,2538
cat__Name_Dynasty Warriors DS: Fighter's Battle,False,2539
cat__Name_Romance of the Three Kingdoms XI,False,2540
cat__Name_Saiyuki: Journey West,False,2541
cat__Name_Nobunaga's Ambition: Rise to Power,False,2542
cat__Name_Crimson Sea,False,2543
cat__Name_Dynasty Warriors Advance,False,2544
cat__Name_Romance of the Three Kingdoms IX,False,2545
